browser position chr22:39966757-50883518
track name=coords description="Long genes" visibility=2
chr22	40859224	41032690	uc003ayy.1	0	-	40859224	40859224	0	3	66,262,209,	0,88885,173257,
chr22	41258260	41363888	uc011aoy.1	0	+	41258260	41258260	0	14	423,117,408,203,63,114,86,181,121,195,79,160,71,86,	0,6742,19513,24056,45330,46865,51982,60076,62105,64012,91298,93030,101790,105542,
chr22	42120358	42354544	uc003bba.1	0	+	42354226	42354544	0	2	3,326,	0,233860,
chr22	43265771	43411184	uc003bdg.4	0	-	43267362	43308086	0	11	1704,197,123,122,121,176,156,236,157,137,158,	0,6371,7122,9282,12418,14620,18877,21181,23691,42255,145255,
chr22	43599228	43739394	uc003bdt.2	0	-	43600002	43739267	0	22	927,80,153,198,162,168,162,204,138,117,105,120,123,117,123,117,117,126,135,129,132,215,	0,4311,4849,6820,7699,9202,10867,15032,17227,17950,19415,19874,24151,25849,28530,35615,54996,59497,87823,116714,135881,139951,
chr22	43633581	43739394	uc003bdu.2	0	-	43634733	43739267	0	8	1379,90,117,126,135,129,132,215,	0,17912,20643,25144,53470,82361,101528,105598,
chr22	43924623	44208217	uc003bdy.2	0	-	43924732	44178198	0	32	232,150,185,169,231,228,192,196,156,195,119,97,233,134,115,169,174,161,60,168,109,111,149,125,113,137,67,89,212,146,137,170,	0,2071,5944,8633,11383,26125,47553,51720,61330,71325,79738,87082,97703,103361,106358,138360,140128,143229,143502,149252,155003,158727,182731,188104,202955,207113,227022,236561,244148,253436,280251,283424,
chr22	43924623	44208217	uc003bdz.2	0	-	43924732	44151696	0	30	232,150,185,169,231,228,192,196,156,195,119,97,233,134,115,169,174,161,60,168,109,111,149,125,113,137,67,89,137,170,	0,2071,5944,8633,11383,26125,47553,51720,61330,71325,79738,87082,97703,103361,106358,138360,140128,143229,143502,149252,155003,158727,182731,188104,202955,207113,227022,236561,280251,283424,
chr22	43924623	44208217	uc010gzi.2	0	-	43924732	44151696	0	30	232,150,185,169,231,228,192,196,156,195,119,97,233,134,115,169,174,161,60,168,109,111,149,125,113,137,67,146,137,170,	0,2071,5944,8633,11383,26125,47553,51720,61330,71325,79738,87082,97703,103361,106358,138360,140128,143229,143502,149252,155003,158727,182731,188104,202955,207113,227022,253436,280251,283424,
chr22	43936054	44063152	uc010gzj.1	0	-	43936255	44028110	0	9	369,228,192,196,156,195,233,134,169,	0,14694,36122,40289,49899,59894,86272,91930,126929,
chr22	44022326	44127691	uc010gzk.1	0	-	44022326	44022326	0	10	233,134,169,174,161,60,168,149,125,113,	0,5658,40657,42425,45526,45799,51549,85028,90401,105252,
chr22	44073875	44208217	uc011aqa.2	0	-	44074024	44178092	0	9	168,149,125,113,137,67,89,146,170,	0,33479,38852,53703,57861,77770,87309,104184,134172,
chr22	44079543	44208217	uc003bea.2	0	-	44079614	44178189	0	12	192,111,149,125,113,137,67,89,212,146,137,170,	0,3807,27811,33184,48035,52193,72102,81641,89228,98516,125331,128504,
chr22	44395090	44565112	uc003bem.3	0	+	44395220	44564558	0	14	201,140,90,71,103,141,116,59,20,62,69,102,73,631,	0,323,94717,100842,119827,132276,133683,137249,140913,148650,152272,158771,164647,169391,
chr22	44420156	44565112	uc003ben.3	0	+	44420219	44564558	0	13	175,90,71,103,141,116,59,20,62,69,102,73,631,	0,69651,75776,94761,107210,108617,112183,115847,123584,127206,133705,139581,144325,
chr22	44422183	44565112	uc010gzn.3	0	+	44489851	44564558	0	12	73,90,71,103,141,116,59,20,62,102,73,631,	0,67624,73749,92734,105183,106590,110156,113820,121557,131678,137554,142298,
chr22	44464996	44565112	uc003beo.3	0	+	44465041	44564558	0	13	46,90,71,103,141,116,59,20,62,69,102,73,631,	0,24811,30936,49921,62370,63777,67343,71007,78744,82366,88865,94741,99485,
chr22	45098077	45258664	uc003bfd.3	0	+	45098354	45258475	0	17	411,81,49,58,92,141,136,150,88,87,99,111,74,78,129,104,510,	0,12393,23046,24379,29532,30053,32829,84259,99879,112474,120173,123285,143071,145775,146734,157533,160077,
chr22	45098371	45258664	uc011aqi.2	0	+	45098381	45258475	0	15	117,81,49,58,150,88,132,87,99,111,74,78,129,104,510,	0,12099,22752,24085,83965,99585,105815,112180,119879,122991,142777,145481,146440,157239,159783,
chr22	45121123	45258664	uc011aqj.2	0	+	45122477	45258475	0	13	49,58,150,88,132,87,99,111,74,78,129,155,510,	0,1333,61213,76833,83063,89428,97127,100239,120025,122729,123688,134436,137031,
chr22	45148437	45258664	uc010gzv.3	0	+	45182407	45258195	0	11	70,150,88,132,87,99,111,74,78,129,510,	0,33899,49519,55749,62114,69813,72925,92711,95415,96374,109717,
chr22	45148437	45258664	uc003bfj.3	0	+	45182407	45258475	0	13	70,150,88,132,93,87,99,111,74,78,129,104,510,	0,33899,49519,55749,56448,62114,69813,72925,92711,95415,96374,107173,109717,
chr22	45148437	45258664	uc003bfk.3	0	+	45182407	45258475	0	12	70,150,88,132,87,99,111,74,78,129,104,510,	0,33899,49519,55749,62114,69813,72925,92711,95415,96374,107173,109717,
chr22	45277042	45404874	uc011aqk.2	0	-	45278965	45404692	0	13	2142,104,76,159,23,55,77,52,141,351,93,66,200,	0,4263,4700,6800,8597,10143,12294,14869,32659,35117,39235,127383,127632,
chr22	45277042	45404874	uc003bfm.3	0	-	45278965	45312237	0	14	2142,104,76,159,23,55,77,52,141,351,93,46,66,200,	0,4263,4700,6800,8597,10143,12294,14869,32659,35117,39235,52310,127383,127632,
chr22	45277042	45405581	uc003bfn.3	0	-	45278965	45405430	0	13	2142,104,76,159,23,55,77,52,267,351,93,66,205,	0,4263,4700,6800,8597,10143,12294,14869,32659,35117,39235,127383,128334,
chr22	45277042	45405809	uc011aql.2	0	-	45278965	45405430	0	14	2142,104,76,159,23,55,77,52,141,351,93,66,115,45,	0,4263,4700,6800,8597,10143,12294,14869,32659,35117,39235,127383,128334,128722,
chr22	45283842	45404874	uc011aqm.1	0	-	45283981	45404692	0	9	159,55,77,52,141,351,93,66,200,	0,3343,5494,8069,25859,28317,32435,120583,120832,
chr22	46067677	46241187	uc003bgm.2	0	+	46067943	46239551	0	12	382,192,83,97,159,81,166,109,170,64,188,1639,	0,17914,21198,28484,30891,46615,57627,66933,68571,135161,171193,171871,
chr22	46067677	46241187	uc011aqt.2	0	+	46067943	46239551	0	11	382,83,97,159,81,166,109,170,64,188,1639,	0,21198,28484,30891,46615,57627,66933,68571,135161,171193,171871,
chr22	46067916	46241187	uc003bgn.2	0	+	46098647	46239551	0	12	150,192,83,97,159,81,166,109,170,64,188,1639,	0,17675,20959,28245,30652,46376,57388,66694,68332,134922,170954,171632,
chr22	46756730	46933067	uc003bhw.1	0	-	46759074	46933067	0	35	2354,256,225,150,104,95,126,127,80,113,175,201,127,168,205,144,184,210,95,102,184,121,142,175,114,186,167,126,164,158,89,116,223,639,3544,	0,3162,3678,4397,4752,5552,6159,6895,8345,8858,12049,16227,17757,19954,21012,23709,25568,28456,29558,30352,30799,33308,35771,36840,37690,38883,48162,48921,49564,50768,72559,75340,78355,102873,172793,
chr22	47158517	47571342	uc003bib.3	0	+	47158683	47569269	0	13	228,57,341,177,71,129,63,115,110,76,128,96,2202,	0,29899,30880,34823,116031,128644,132162,149452,211668,235012,274449,348886,410623,
chr22	47158517	47571342	uc010haf.3	0	+	47188672	47569269	0	14	228,57,137,341,177,71,129,63,115,110,76,128,96,2202,	0,29899,30047,30880,34823,116031,128644,132162,149452,211668,235012,274449,348886,410623,
chr22	47158517	47571342	uc003bie.3	0	+	47158683	47569269	0	11	228,341,71,129,63,115,110,76,128,96,2202,	0,30880,116031,128644,132162,149452,211668,235012,274449,348886,410623,
chr22	47159638	47571342	uc010hag.3	0	+	47159638	47159638	0	14	545,130,57,341,177,71,129,63,115,113,76,128,96,2202,	0,4306,28778,29759,33702,114910,127523,131041,148331,149591,233891,273328,347765,409502,
chr22	47169823	47571342	uc003bif.3	0	+	47189419	47569269	0	13	309,57,341,177,71,129,63,115,110,76,128,96,2202,	0,18593,19574,23517,104725,117338,120856,138146,200362,223706,263143,337580,399317,
chr22	48027451	48251349	uc003bik.1	0	+	48027451	48027451	0	9	184,174,113,121,136,66,159,143,690,	0,3477,54497,54872,55100,55438,72886,106731,223208,
chr22	48885287	49147744	uc003bim.4	0	+	48885404	49145659	0	4	229,150,128,2094,	0,157121,218241,260363,
chr22	48972117	49147744	uc003bio.4	0	+	48972292	49145659	0	4	266,150,128,2094,	0,70291,131411,173533,
chr22	49808173	50051190	uc003biq.3	0	-	49808173	49808173	0	5	1511,134,114,337,138,	0,2077,2290,26351,242879,
chr22	50781745	50883518	uc003blc.3	0	+	50832337	50882676	0	24	234,131,243,187,138,66,113,114,127,153,210,65,116,86,81,98,58,125,164,157,89,205,252,891,	0,28703,50576,63372,71235,72775,75550,76032,78937,80145,87856,88948,91649,93050,93671,94189,94526,94857,95282,96384,96644,97505,100549,100882,
chr22	50781745	50883518	uc003bky.2	0	+	50832337	50882662	0	23	234,131,243,187,138,66,113,114,127,153,210,65,116,86,98,58,125,164,160,89,205,252,887,	0,28703,50576,63372,71235,72775,75550,76032,78937,80145,87856,88948,91649,93050,94189,94526,94857,95282,96381,96644,97505,100549,100886,
chr22	50781745	50883518	uc003bla.2	0	+	50832337	50882676	0	23	234,131,243,187,138,66,113,117,127,153,210,65,116,86,98,58,125,164,157,89,205,252,891,	0,28703,50576,63372,71235,72775,75550,76029,78937,80145,87856,88948,91649,93050,94189,94526,94857,95282,96384,96644,97505,100549,100882,
chr22	50781745	50883518	uc003bkz.2	0	+	50832337	50882676	0	23	234,131,243,187,138,66,113,114,127,153,210,65,116,86,98,58,125,164,157,89,205,252,891,	0,28703,50576,63372,71235,72775,75550,76032,78937,80145,87856,88948,91649,93050,94189,94526,94857,95282,96384,96644,97505,100549,100882,
